OBJECTID,CaseObjectID,AppliedDate,Fee,IssuedDate,ParcelNo,PropertyAddress,Status,Valuation,WorkDescription,BuildingUseCode,PermitNumber,PermitType,PermitSubType
9413375,46020,2024/12/16 18:28:48+00,20,,,300 E MARKET ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0150,TE-TRAFFIC,TE-PARKING
9413382,46013,2024/12/13 22:22:37+00,625,,141285,522 2ND ST SE STE E,OPEN,0,Erosion & Sediment Control,,EG-24-0057,EG-PWENG,EG-ESC
9413383,46012,2024/12/13 21:40:22+00,176.46,2024/12/13 21:44:09+00,112550,1515 E MARKET ST,OPEN,0,Mini-Split System,R5 - One and Two Family Dwellings,MR-24-0188,R-MECH,R-MINISPLT
9413384,46011,2024/12/13 20:59:53+00,229.33,2025/01/14 01:56:56+00,150336,499 W MAIN ST,CLOSED,0,Modify Gas System - Two or More Applianc,A2 - Hospitality including Restaurants and Hotels,GC-24-0018,C-GAS,C-GASALT
9413394,46001,2024/12/12 21:29:53+00,122.2,2024/12/12 21:33:52+00,112550,1515 E MARKET ST,OPEN,0,New Plumbing System,R5 - One and Two Family Dwellings,PR-24-0223,R-PLUMB,R-PLMBNEW
9413396,45999,2024/12/12 20:30:36+00,572.03,2024/12/13 23:58:52+00,143725,534 E MAIN ST UNIT D,ISSUE,0,Roof Replacement,B - Business,BC-24-0172,C-BLDG,C-ROOF
9413397,45998,2024/12/12 19:29:23+00,0,,150336,499 W MAIN ST,CANCELLED,0,Addition,A2 - Hospitality including Restaurants and Hotels,BC-24-0170,C-BLDG,C-ADD
9413400,45994,2024/12/11 21:25:45+00,3850,,E WATER ST,E WATER ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0149,TE-TRAFFIC,TE-STREETS
9413403,45991,2024/12/11 18:14:43+00,118.63,,153451,1154 5TH ST SW,OPEN,0,Ductwork Only - New or Modify,M - Retail,MC-24-0061,C-MECH,C-DUCTWORK
9413404,45990,2024/12/11 01:11:52+00,900,,141285,522 2ND ST SE STE E,OPEN,0,Development Plan Review - Major,,PL-24-0141,PL-PLANNG,PL-DEVPLMA
9413410,45984,2024/12/10 21:38:57+00,150,,141478,852 W MAIN ST,CLOSED,0,Zoning Compliance Request,,ZA-24-0281,ZNG-ZONING,ZNG-COMPLN
9413418,45975,2024/12/10 00:41:00+00,50,,136319,111 E WATER ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0148,TE-TRAFFIC,TE-STREETS
9413430,45962,2024/12/09 19:46:56+00,1411.7,2024/12/14 01:29:07+00,146622,609 E MARKET ST,ISSUE,0,Roof Replacement,B - Business,BC-24-0169,C-BLDG,C-ROOF
9413439,45953,2024/12/06 20:48:45+00,45,2024/12/06 22:35:46+00,151652,700 E MAIN ST,ISSUE,0,Amusement Device,,BC-24-0167,C-BLDG,C-AMUSEDVC
9413441,45951,2024/12/06 19:30:06+00,3240,,,500 W MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0147,TE-TRAFFIC,TE-PARKING
9413442,45950,2024/12/06 02:49:14+00,4128.5,2025/01/07 04:17:16+00,138483,321 E MAIN ST STE 300,OPEN,0,Tenant Upfit,B - Business,BC-24-0166,C-BLDG,C-TENUP
9413473,45918,2024/12/03 20:07:09+00,50,2024/12/17 18:09:56+00,146293,425 E MAIN ST,ISSUE,0,Occupant Load,A2 - Hospitality including Restaurants and Hotels,BC-24-0162,C-BLDG,B-OCCLOAD
9413474,45917,2024/12/03 19:26:47+00,275,2024/12/17 18:12:36+00,138246,455 2ND ST SE # 100,CLOSED,0,Interior Renovations,B - Business,BC-24-0161,C-BLDG,C-INTRENO
9413475,45916,2024/12/03 04:53:37+00,896.9,2025/01/08 23:16:10+00,149973,323 2nd ST SE 5TH FLOOR,CLOSED,0,Tenant Upfit,B - Business,BC-24-0160,C-BLDG,C-TENUP
9413477,45914,2024/12/03 03:37:09+00,100,,140447,1329 E MARKET ST,CLOSED,0,Homestay Provisional Use,,ZA-24-0278,ZNG-ZONING,ZNG-HOMEST
9413496,45895,2024/11/27 01:20:15+00,108.63,2024/12/03 19:34:10+00,156889,101 14th St NW,ISSUE,0,Fire Suppression System,A2 - Hospitality including Restaurants and Hotels,F-24-0062,F-FIRE,F-SUPRESS
9413505,45886,2024/11/26 19:54:14+00,207.88,2024/11/26 20:02:40+00,138613,1339 E MARKET ST,OPEN,0,Modify Electrical Wiring System,R5 - One and Two Family Dwellings,ER-24-0428,R-ELEC,R-ELECALT
9413511,45880,2024/11/25 20:24:45+00,90,,137119,100 E MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0142,TE-TRAFFIC,TE-PARKING
9413516,45875,2024/11/22 23:29:21+00,172.18,2024/11/23 01:25:38+00,112550,1515 E MARKET ST,ISSUE,0,Add Electrical Wiring System,R5 - One and Two Family Dwellings,ER-24-0423,R-ELEC,R-ELECNEW
9413525,45866,2024/11/22 14:55:14+00,500,,146213,1150 5TH ST SW,CLOSED,0,Site Plan Amendment,,PL-24-0130,PL-SITEPLN,PL-AMNDMT
9413575,45816,2024/11/14 00:12:25+00,100,,141562,606 E MARKET ST,EXPIRED,0,Homestay Provisional Use,,ZA-24-0273,ZNG-ZONING,ZNG-HOMEST
9413586,45805,2024/11/11 23:40:43+00,70,2024/11/12 19:58:06+00,,"218 5th St SW, Charlottesville, VA 22903",ISSUE,0,Street Cut Permit,,EG-24-0053,EG-PWENG,EG-STREET
9413587,45804,2024/11/11 23:35:58+00,60,2024/11/12 19:59:27+00,,"420 W Main St, Charlottesville, VA 22903",ISSUE,0,Street Cut Permit,,EG-24-0052,EG-PWENG,EG-STREET
9413589,45802,2024/11/11 19:23:30+00,60,2024/11/15 17:36:49+00,156015,506 2ND ST NE,ISSUE,0,Street Cut Permit,,EG-24-0051,EG-PWENG,EG-STREET
9413596,45795,2024/11/09 02:17:29+00,0,,157292,410 2ND ST NE,CANCELLED,0,Other,R5 - One and Two Family Dwellings,BR-24-0362,R-BLDG,R-BLDGOTH
9413634,45756,2024/11/05 20:21:34+00,530,2024/12/03 02:06:50+00,156573,501 E MARKET ST,ISSUE,0,Electrical Other,B - Business,EC-24-0115,C-ELEC,C-ELECOTH
9413642,45748,2024/11/04 22:28:16+00,116.85,2024/11/12 23:18:29+00,131188,410 2ND ST NE,CLOSED,0,Foundation Repair,R5 - One and Two Family Dwellings,BR-24-0346,R-BLDG,R-FOUND
9413653,45737,2024/11/01 21:18:53+00,1000,,167964,1309 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0137,TE-TRAFFIC,TE-STREETS
9413660,45730,2024/10/31 16:25:02+00,70,2024/11/06 17:52:24+00,138103,1132 E MARKET ST # 1,ISSUE,0,Street Cut Permit,,EG-24-0049,EG-PWENG,EG-STREET
9413663,45727,2024/10/31 16:19:36+00,86.5,2024/11/07 22:58:47+00,196028,852 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,R2/S2 - Apartments/Fraternities/Sororities/Garage,F-24-0056,F-FIRE,F-SPRINKLR
9413667,45723,2024/10/30 22:39:33+00,382.1,2024/10/30 22:45:07+00,290012000,416-418 W MAIN ST,CLOSED,0,Ductwork Only - New or Modify,B - Business,MC-24-0054,C-MECH,C-DUCTWORK
9413677,45712,2024/10/29 23:08:26+00,125,,141566,301 E MAIN ST,CLOSED,0,ADC/IPP COA,,HST24-0041,HST-HSTRC,HST-COA
9413683,45705,2024/10/28 22:41:29+00,453.5,2025/01/11 00:05:05+00,141868,520 2ND ST SE,OPEN,0,Other,R5 - One and Two Family Dwellings,BC-24-0144,C-BLDG,C-BLDGOTH
9413688,45700,2024/10/28 20:46:07+00,375,,144751,218 W MARKET ST # 5,OPEN,0,ADC/IPP COA,,HST24-0038,HST-HSTRC,HST-COA
9413707,45681,2024/10/25 19:06:41+00,959.73,2024/12/03 19:14:49+00,310166000,915 W MAIN ST,ISSUE,0,Mechanical System Other,A2 - Hospitality including Restaurants and Hotels,MC-24-0053,C-MECH,C-MSYSOTH
9413720,45667,2024/10/24 20:39:01+00,112.15,2024/11/06 20:13:09+00,139313,625 W MAIN ST,ISSUE,0,Fire Suppression System,A2 - Hospitality including Restaurants and Hotels,F-24-0055,F-FIRE,F-SUPRESS
9413732,45655,2024/10/23 19:14:27+00,568.46,2024/11/14 20:41:16+00,310166000,915 W MAIN ST,ISSUE,0,Modify Electrical Wiring System,,EC-24-0110,C-ELEC,C-ELECALT
9413737,45648,2024/10/22 21:00:38+00,122.2,2024/10/22 21:01:57+00,136348,221 E MAIN ST,ISSUE,0,Service Change,A2 - Hospitality including Restaurants and Hotels,EC-24-0108,C-ELEC,C-ELECCHNG
9413758,45626,2024/10/19 00:35:46+00,222.19,2024/11/14 22:52:13+00,146213,1150 5TH ST SW,CLOSED,0,Fire Alarm System,M - Retail,F-24-0052,F-FIRE,F-ALARM
9413785,45598,2024/10/16 19:19:29+00,250,,145310,119 4th St NW,CLOSED,0,Zoning Compliance Request,,ZA-24-0266,ZNG-ZONING,ZNG-COMPLN
9413806,45576,2024/10/15 01:00:47+00,385.73,2024/11/22 01:51:29+00,162801,505 2ND ST NE,ISSUE,0,Solar - Photo Voltaic,R5 - One and Two Family Dwellings,ER-24-0365,R-ELEC,R-SOLARPV
9413819,45563,2024/10/10 23:34:07+00,125,,139646,201 2ND ST NW,CLOSED,0,Sign,,ZA-24-0262,ZNG-ZONING,ZNG-SIGN
9413830,45551,2024/10/09 23:56:01+00,150,,150336,499 W MAIN ST,CANCELLED,0,Stop Work Order,A2 - Hospitality including Restaurants and Hotels,ST-24-0036,B-STOPWRK,STOPWORK
9413848,45533,2024/10/08 19:59:45+00,200,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0261,ZNG-ZONING,ZNG-MALLVN
9413852,45529,2024/10/08 18:40:29+00,2033,2024/11/08 18:35:04+00,138613,1339 E MARKET ST,OPEN,0,Addition,R5 - One and Two Family Dwellings,BR-24-0310,R-BLDG,R-BLDGADD
9413870,45511,2024/10/07 17:34:47+00,115.06,2024/10/07 18:16:48+00,158173,719 W MAIN ST,OPEN,0,Fire Suppression System,A2 - Hospitality including Restaurants and Hotels,F-24-0048,F-FIRE,F-SUPRESS
9413871,45510,2024/10/07 17:27:31+00,157.9,2024/10/29 00:28:07+00,158173,719 W MAIN ST,CLOSED,0,Kitchen Hood Type I,A2 - Hospitality including Restaurants and Hotels,MC-24-0052,C-MECH,C-KITCHHD
9413920,45458,2024/10/01 18:42:34+00,310,,137346,109 4TH ST SE,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0124,TE-TRAFFIC,TE-STREETS
9413934,45444,2024/09/27 23:58:07+00,440,,MONTICELLO AVE,Monticello Ave. b/w 2nd St. and Gleason St.,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0123,TE-TRAFFIC,TE-STREETS
9413940,45438,2024/09/27 21:24:05+00,61,2024/10/05 00:54:47+00,149514,233 4th Street NW,ISSUE,0,Tent,U - Utility and Miscellaneous,BC-24-0130,C-BLDG,C-TENT
9413950,45428,2024/09/25 22:19:36+00,61,2024/09/26 23:12:42+00,155336,"522 2nd St. SE, Charlottesville, VA",CLOSED,0,Tent,U - Utility and Miscellaneous,BC-24-0128,C-BLDG,C-TENT
9413963,45415,2024/09/24 20:23:03+00,227.73,2024/09/25 17:30:37+00,155509,1622 E MARKET ST UNIT A,OPEN,0,Water Lateral,R5 - One and Two Family Dwellings,PR-24-0179,R-PLUMB,R-WATERLAT
9413965,45413,2024/09/24 19:44:54+00,790,,,4TH ST NW,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0121,TE-TRAFFIC,TE-PARKING
9413969,45409,2024/09/24 18:22:15+00,630,,143421,801 W MAIN ST # 4,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0119,TE-TRAFFIC,TE-STREETS
9413990,45388,2024/09/20 20:20:14+00,114.77,2024/11/09 01:42:57+00,151738,112 5TH ST SE UNIT 3F,CLOSED,0,Vehicle Charging Station,R2/S2 - Apartments/Fraternities/Sororities/Garage,EC-24-0098,C-ELEC,C-VEHCHRG
9413994,45384,2024/09/20 17:48:44+00,149.62,2024/10/15 00:06:32+00,136360,323 2ND ST SE,CLOSED,0,Fire Sprinkler Permit,B - Business,F-24-0047,F-FIRE,F-SPRINKLR
9413998,45380,2024/09/19 17:04:35+00,1064.72,2024/12/17 19:03:09+00,146932,1015 E MARKET ST,OPEN,0,Deck,B - Business,BC-24-0126,C-BLDG,C-DECK
9414029,45348,2024/09/17 17:36:54+00,86.5,2024/11/14 20:37:15+00,149046,1611 E MARKET ST,ISSUE,0,Add Single Appliance - New Line/Install,R5 - One and Two Family Dwellings,ER-24-0315,R-ELEC,R-ELECADD
9414033,45343,2024/09/16 16:17:32+00,122.2,,,1175 5th ST SW.,OPEN,0,Water Lateral,,PC-24-0053,C-PLUMB,C-WATERLAT
9414045,45329,2024/09/11 21:11:36+00,150,,155636,222-230 14th St NW,CLOSED,0,Zoning Compliance Request,,ZA-24-0252,ZNG-ZONING,ZNG-COMPLN
9414063,45311,2024/09/10 18:36:27+00,120,,158513,200 E MARKET ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0113,TE-TRAFFIC,TE-STREETS
9414070,45304,2024/09/09 23:07:52+00,157.9,2024/11/08 18:31:41+00,153451,1154 5TH ST SW,ISSUE,0,Interior Renovations,M - Retail,BC-24-0122,C-BLDG,C-INTRENO
9414082,45292,2024/09/06 19:32:17+00,140.05,2024/10/01 17:43:02+00,290012000,416-418 W MAIN ST,CLOSED,0,Plumbing Other,B - Business,PC-24-0051,C-PLUMB,C-PLMBOTH
9414085,45289,2024/09/06 16:54:32+00,589.88,2024/09/30 17:21:28+00,149973,323 2ND ST SE,CLOSED,0,Single Appliance - Change Out,B - Business,MC-24-0047,C-MECH,C-MECHCO
9414086,45288,2024/09/06 16:26:21+00,739.82,2024/09/17 23:35:11+00,136360,323 2ND ST SE,CLOSED,0,Electrical Other,B - Business,EC-24-0092,C-ELEC,C-ELECOTH
9414093,45281,2024/09/05 22:20:24+00,100,,145816,406 E MARKET ST,CLOSED,0,ADC/IPP COA,,HST24-0031,HST-HSTRC,HST-COA
9414094,45280,2024/09/05 21:43:11+00,137.91,2024/10/01 17:44:23+00,290012000,416-418 W MAIN ST,CLOSED,0,Electrical Other,B - Business,EC-24-0091,C-ELEC,C-ELECOTH
9414096,45278,2024/09/05 19:04:39+00,205.43,2024/09/16 19:07:23+00,158718,"410 W Main Street Charlottesville, VA 22903",ISSUE,0,Single Appliance - Change Out,A2 - Hospitality including Restaurants and Hotels,MC-24-0046,C-MECH,C-MECHCO
9414099,45275,2024/09/05 18:25:04+00,320.77,2024/09/18 21:18:42+00,149973,323 2ND ST SE,CLOSED,0,Electrical Other,B - Business,EC-24-0090,C-ELEC,C-ELECOTH
9414120,45253,2024/09/03 19:24:23+00,86.5,2024/09/11 23:15:03+00,139645,307 2ND ST NW UNIT A,CLOSED,0,Other,R2 - Apartments/Fraternities and Sororities etc,ER-24-0303,R-ELEC,R-ELECOTH
9414123,45250,2024/09/03 17:25:00+00,125,,143937,400 E MAIN ST,CLOSED,0,Sign,,ZA-24-0250,ZNG-ZONING,ZNG-SIGN
9414137,45236,2024/08/29 23:24:58+00,310.7,2024/08/30 23:14:34+00,157292,410 2ND ST NE,CLOSED,0,Add Electrical Wiring System,R5 - One and Two Family Dwellings,ER-24-0299,R-ELEC,R-ELECNEW
9414139,45234,2024/08/29 22:48:28+00,125,,139127,1309 W MAIN ST,CLOSED,0,ADC/IPP COA,,HST24-0030,HST-HSTRC,HST-COA
9414140,45233,2024/08/29 19:18:31+00,107.92,2024/08/29 19:21:56+00,112517,1315 E MARKET ST,CLOSED,0,Modify Existing Plumbing System,R5 - One and Two Family Dwellings,PR-24-0165,R-PLUMB,R-PLMBALT
9414141,45232,2024/08/29 19:12:18+00,200.78,2024/09/05 17:57:24+00,131188,410 2ND ST NE,ISSUE,0,Modify Gas System-Two or More Appliances,R5 - One and Two Family Dwellings,GR-24-0053,R-GAS,R-GASALT
9414142,45231,2024/08/29 19:09:03+00,157.9,2024/08/29 19:28:37+00,131188,410 2ND ST NE,CLOSED,0,Modify Existing Plumbing System,R5 - One and Two Family Dwellings,PR-24-0164,R-PLUMB,R-PLMBALT
9414144,45229,2024/08/29 00:54:14+00,137.19,2024/08/29 16:28:25+00,146476,412 5TH ST SW,CLOSED,0,Modify Existing Plumbing System,R5 - One and Two Family Dwellings,PR-24-0162,R-PLUMB,R-PLMBALT
9414155,45218,2024/08/27 22:02:32+00,186.81,2024/09/03 18:41:09+00,145889,212 E MAIN ST,ISSUE,0,Single Appliance - Change Out,,MC-24-0043,C-MECH,C-MECHCO
9414158,45215,2024/08/27 18:44:16+00,75,,158206,119 West Main Street,CLOSED,0,Sign,,ZA-24-0249,ZNG-ZONING,ZNG-SIGN
9414168,45205,2024/08/26 19:54:09+00,127.91,2024/08/27 20:24:46+00,138829,211 5th St NE,ISSUE,0,Service Change,B - Business,EC-24-0086,C-ELEC,C-ELECCHNG
9414179,45192,2024/08/23 23:56:49+00,1875.8,2024/10/10 17:38:13+00,139127,1309 W MAIN ST,ISSUE,0,Other,A2 - Hospitality including Restaurants and Hotels,BC-24-0108,C-BLDG,C-BLDGOTH
9414181,45190,2024/08/23 18:37:00+00,1376,2025/01/31 01:11:30+00,146213,1150 5TH ST SW,CLOSED,0,Walk-In Cooler/Freezer Installation,M - Retail,MC-24-0042,C-MECH,C-WALKIN
9414198,45172,2024/08/21 18:56:26+00,206.45,2024/08/21 18:58:51+00,112517,1315 E MARKET ST,CLOSED,0,Mini-Split System,R5 - One and Two Family Dwellings,MR-24-0126,R-MECH,R-MINISPLT
9414202,45168,2024/08/21 01:26:43+00,116.85,2024/08/22 16:42:54+00,120329,412 5TH ST SW,CLOSED,0,Add Electrical Wiring System,,ER-24-0286,R-ELEC,R-ELECNEW
9414208,45162,2024/08/19 21:11:19+00,111.49,2024/10/21 20:45:44+00,142418,1106 WEST MAIN ST,CLOSED,0,Fire Alarm System,R1 - Hotels Motels and Boarding Houses,F-24-0042,F-FIRE,F-ALARM
9414211,45159,2024/08/19 19:24:46+00,75,,150336,499 W MAIN ST,CLOSED,0,Sign,,ZA-24-0246,ZNG-ZONING,ZNG-SIGN
9414216,45154,2024/08/19 01:57:35+00,2447,2024/10/14 20:32:45+00,138331,310 E MAIN ST,ISSUE,0,Interior Renovations,B - Business,BC-24-0112,C-BLDG,C-INTRENO
9414225,45145,2024/08/15 21:07:04+00,417.8,2024/08/15 21:08:40+00,131188,410 2ND ST NE,CLOSED,0,Mechanical System - Other,R5 - One and Two Family Dwellings,MR-24-0123,R-MECH,R-MSYSOTH
9414227,45143,2024/08/15 20:39:49+00,10,,W MAIN ST,240 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0104,TE-TRAFFIC,TE-STREETS
9414229,45141,2024/08/15 18:35:01+00,337.43,2024/08/28 23:26:10+00,137025,852 W MAIN ST APT 331,ISSUE,0,Fire Protection System Permit,R2/B - Apartments/Fraternities/Sororities/Business,F-24-0041,F-FIRE,F-FIREPRTC
9414238,45132,2024/08/14 18:12:25+00,129.34,2024/11/08 23:23:27+00,153451,1154 5th st sw,ISSUE,0,Modify Electrical Wiring System,M - Retail,EC-24-0079,C-ELEC,C-ELECALT
9414269,45101,2024/08/09 23:02:36+00,75,,159746,207 W MAIN ST,CLOSED,0,Sign,,ZA-24-0243,ZNG-ZONING,ZNG-SIGN
9414271,45099,2024/08/09 22:18:43+00,207.7,2024/08/22 19:21:49+00,290012000,416-418 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,B - Business,F-24-0040,F-FIRE,F-SPRINKLR
9414303,45062,2024/08/03 00:03:52+00,300,,E MARKET ST,400 E MARKET ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0098,TE-TRAFFIC,TE-PARKING
9414306,45059,2024/08/02 23:44:49+00,125,,148657,316 E MAIN ST,CLOSED,0,ADC/IPP COA,,HST24-0025,HST-HSTRC,HST-COA
9414307,45058,2024/08/02 23:39:08+00,100,,146213,1150 5TH ST SW,CLOSED,0,Entrance Corridor Review COA,,HST24-0024,HST-HSTRC,HST-ECR
9414349,45013,2024/07/30 23:31:17+00,275,,154602,110 2ND ST NE,CLOSED,0,Sign,,ZA-24-0236,ZNG-ZONING,ZNG-SIGN
9414355,45006,2024/07/30 18:22:32+00,2625.5,2024/08/29 00:48:35+00,136360,323 2ND ST SE,CLOSED,0,Tenant Upfit,B - Business,BC-24-0093,C-BLDG,C-TENUP
9414361,45000,2024/07/29 23:05:56+00,120,,E WATER ST,320 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0088,TE-TRAFFIC,TE-PARKING
9414377,44984,2024/07/26 18:05:05+00,5700,,W MAIN ST,100 E MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0087,TE-TRAFFIC,TE-PARKING
9414386,44975,2024/07/25 20:12:05+00,25,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0233,ZNG-ZONING,ZNG-MALLVN
9414388,44973,2024/07/25 19:19:31+00,353.03,2024/08/27 21:38:49+00,152969,416 W MAIN ST UNIT A,CLOSED,0,Complete Heat Pump System,B - Business,MC-24-0039,C-MECH,C-HEATPUMP
9414394,44967,2024/07/24 20:50:57+00,160,,5TH ST SE,100 5TH ST SE,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0086,TE-TRAFFIC,TE-PARKING
9414408,44953,2024/07/23 19:10:06+00,400,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0231,ZNG-ZONING,ZNG-MALLVN
9414451,44909,2024/07/17 23:35:18+00,1800,,144610,113 W MAIN ST # 205,OPEN,0,Special Exception Permit,,PL-24-0074,PL-PLANNG,PL-SPECEXC
9414452,44908,2024/07/17 23:20:18+00,100,,144610,113 W MAIN ST # 205,OPEN,0,Development Plan Review - Minor,,PL-24-0073,PL-PLANNG,PL-DEVPLMI
9414478,44881,2024/07/15 23:37:19+00,175.21,,161652,915 W MAIN ST,OPEN,0,Modify Gas System - Two or More Applianc,A2 - Hospitality including Restaurants and Hotels,GC-24-0010,C-GAS,C-GASALT
9414479,44880,2024/07/15 23:27:04+00,854.6,2024/08/05 22:02:51+00,161652,915 W MAIN ST,ISSUE,0,Modify Existing Plumbing System,A2 - Hospitality including Restaurants and Hotels,PC-24-0043,C-PLUMB,C-PLMBALT
9414493,44866,2024/07/12 19:31:30+00,225.02,2024/08/05 22:22:28+00,158888,"320 East Main Street STE B, Charlottesville, VA 22902",ISSUE,0,Mechanical Other,B - Business,MC-24-0037,C-MECH,C-MECHOTH
9414499,44860,2024/07/11 22:44:47+00,25,,137992,216 14TH ST NW APT 404,CLOSED,0,Portable Storage Container Prov. Use,,ZA-24-0224,ZNG-ZONING,ZNG-STORAG
9414500,44859,2024/07/11 20:11:21+00,193.6,2024/08/01 20:54:58+00,152887,1146 5TH ST SW,CLOSED,0,Add Electrical Wiring System,B - Business,EC-24-0072,C-ELEC,C-ELECNEW
9414503,44856,2024/07/11 17:21:57+00,115.61,2024/07/25 19:20:03+00,151280,111 4TH ST NE,ISSUE,0,Plumbing Other,,PC-24-0042,C-PLUMB,C-PLMBOTH
9414517,44841,2024/07/09 19:41:59+00,240,,144519,201 W MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0078,TE-TRAFFIC,TE-PARKING
9414537,44820,2024/07/05 23:24:52+00,86.5,,141562,606 E MARKET ST,CANCELLED,0,Addition,,BR-24-0182,R-BLDG,R-BLDGADD
9414545,44812,2024/07/03 21:09:19+00,0,,139645,307 2ND ST NW UNIT A,CANCELLED,0,Interior Renovations,,BR-24-0179,R-BLDG,R-INTRENO
9414546,44811,2024/07/03 20:57:06+00,25,,137992,216 14TH ST NW,CLOSED,0,Portable Storage Container Prov. Use,,ZA-24-0219,ZNG-ZONING,ZNG-STORAG
9414548,44809,2024/07/03 19:04:02+00,239.3,2024/07/30 23:51:40+00,141478,"852 West Main Street, Charlottesville",ISSUE,0,Plumbing Other,R2 - Apartments/Fraternities and Sororities etc,PC-24-0040,C-PLUMB,C-PLMBOTH
9414561,44796,2024/07/01 19:46:33+00,50,,E WATER ST,100 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0076,TE-TRAFFIC,TE-PARKING
9414563,44794,2024/07/01 19:20:06+00,25,,E MAIN ST,200 BLOCK E MAIN,CLOSED,0,Downtown Mall Vendor,,ZA-24-0215,ZNG-ZONING,ZNG-MALLVN
9414580,44777,2024/06/27 21:12:35+00,104.35,2024/06/27 21:17:42+00,139645,307 2ND ST NW UNIT A,CLOSED,0,Other,R2 - Apartments/Fraternities and Sororities etc,PR-24-0124,R-PLUMB,R-PLMBOTH
9414589,44768,2024/06/26 22:16:41+00,75,,150672,416 W MAIN ST UNIT C,CLOSED,0,Sign,,ZA-24-0213,ZNG-ZONING,ZNG-SIGN
9414602,44755,2024/06/25 22:16:08+00,310.7,2024/09/17 15:44:11+00,139645,307 2ND ST NW UNIT A,CLOSED,0,Interior Renovations,R2 - Apartments/Fraternities and Sororities etc,BR-24-0175,R-BLDG,R-INTRENO
9414610,44747,2024/06/25 17:47:01+00,100,,150229,1624 E MARKET ST,OPEN,0,Boundary Line Adjustment,,PL-24-0063,PL-PLANNG,PL-MINPLAT
9414660,44697,2024/06/18 04:22:00+00,579.28,2024/07/30 17:09:16+00,146213,1150 5TH ST SW,CLOSED,0,Sign,B - Business,BC-24-0078,C-BLDG,C-SIGN
9414671,44686,2024/06/17 16:48:18+00,193.6,2024/06/20 23:40:03+00,141472,852 W MAIN ST STE 100,CLOSED,0,Plumbing Other,R2/B - Apartments/Fraternities/Sororities/Business,PC-24-0036,C-PLUMB,C-PLMBOTH
9414688,44669,2024/06/13 05:41:34+00,196.46,2024/08/06 17:43:21+00,161533,985 5TH ST SW,CLOSED,0,Mechanical System - Other,R5 - One and Two Family Dwellings,MR-24-0072,R-MECH,R-MSYSOTH
9414689,44668,2024/06/13 05:29:53+00,196.46,2024/08/06 17:36:14+00,161532,987 5TH ST SW,CLOSED,0,Mechanical System - Other,R5 - One and Two Family Dwellings,MR-24-0071,R-MECH,R-MSYSOTH
9414690,44667,2024/06/13 05:27:22+00,186.46,2024/08/06 17:44:58+00,161534,983 5TH ST SW,ISSUE,0,Mechanical System - Other,R5 - One and Two Family Dwellings,MR-24-0070,R-MECH,R-MSYSOTH
9414691,44666,2024/06/13 05:20:59+00,196.46,2024/08/06 17:49:44+00,161535,981 5TH ST SW,ISSUE,0,Mechanical System - Other,R5 - One and Two Family Dwellings,MR-24-0069,R-MECH,R-MSYSOTH
9414704,44653,2024/06/11 18:14:55+00,40,,W WATER ST,300 E WATER ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0068,TE-TRAFFIC,TE-STREETS
9414708,44649,2024/06/11 16:29:24+00,40,,4TH ST NE,100 4TH ST NE,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0067,TE-TRAFFIC,TE-STREETS
9414712,44645,2024/06/10 23:18:06+00,150,,144586,117 4TH ST SE UNIT A,EXPIRED,0,Sign,,ZA-24-0198,ZNG-ZONING,ZNG-SIGN
9414724,44630,2024/06/07 17:50:51+00,100.78,2024/06/07 17:58:57+00,146730,903 2ND ST NE,CLOSED,0,Wiring and Service Change,R5 - One and Two Family Dwellings,ER-24-0199,R-ELEC,R-ELECWRSC
9414729,44625,2024/06/06 18:04:28+00,127.24,2024/06/11 16:48:40+00,146730,903 2ND ST NE,CANCELLED,0,Mini-Split System,,MR-24-0067,R-MECH,R-MINISPLT
