OBJECTID,CaseObjectID,AppliedDate,Fee,IssuedDate,ParcelNo,PropertyAddress,Status,Valuation,WorkDescription,BuildingUseCode,PermitNumber,PermitType,PermitSubType
9441562,17679,2009/09/09 08:00:00+00,55.08,2009/09/16 08:00:00+00,25A196000,1044 5TH STREET SW,CLOSED,0,Converted Adept Permit,,MN-09-0187,R-MECH,B-CONVERT
9441570,17671,2009/09/01 08:00:00+00,534.48,2009/09/02 08:00:00+00,280128B00,455  2ND STREET SE UNIT 501,CANCELLED,0,Replace HVAC System,,MN-09-0179,B-CONVERT,B-REPHVAC
9441601,17640,2009/07/20 08:00:00+00,121.38,2009/07/23 08:00:00+00,280051B00,117  5TH STREET SE,CLOSED,0,Replace HVAC System,,MN-09-0148,B-CONVERT,B-REPHVAC
9441604,17637,2009/07/14 08:00:00+00,222.36,2009/07/15 08:00:00+00,280128B00,455 2ND STREET SE UNITS 101 & 102,CLOSED,0,Converted Adept Permit,,MN-09-0145,C-MECH,B-CONVERT
9441644,17597,2009/05/22 08:00:00+00,143.47,2009/05/28 08:00:00+00,280128B00,455 2ND STREET SE STE 301,CLOSED,0,Converted Adept Permit,,MN-09-0105,C-MECH,B-CONVERT
9441651,17590,2009/05/05 08:00:00+00,285.92,2009/05/07 08:00:00+00,280019000,100  WEST MAIN STREET,CLOSED,0,Replace HVAC System,,MN-09-0098,B-CONVERT,B-REPHVAC
9441654,17587,2009/05/01 08:00:00+00,98.7,2009/05/01 08:00:00+00,280040000,306-308 EAST MAIN STREET,CLOSED,0,Replace HVAC System,,MN-09-0095,B-CONVERT,B-REPHVAC
9441655,17586,2009/05/01 08:00:00+00,141.43,2009/05/01 08:00:00+00,280042000,316 EAST MAIN STREET,CLOSED,0,Replace HVAC System,,MN-09-0094,B-CONVERT,B-REPHVAC
9441673,17568,2009/04/09 08:00:00+00,1150.79,2009/04/10 08:00:00+00,280244000,316 4TH STREET SE,CLOSED,0,Converted Adept Permit,,MN-09-0076,C-MECH,B-CONVERT
9441677,17564,2009/04/03 08:00:00+00,153,2009/07/28 08:00:00+00,530080000,605 E MAIN ST& 7TH STREET N E,CLOSED,0,Rooftop Unit,,MN-09-0072,B-CONVERT,B-ROOFUNIT
9441680,17561,2009/03/31 08:00:00+00,79.36,2009/03/31 08:00:00+00,280058000,401-407 EAST WATER-114 4TH ST SE,ISSUE,0,Replace HVAC System,,MN-09-0069,B-CONVERT,B-REPHVAC
9441691,17550,2009/03/17 08:00:00+00,109.89,2009/03/17 08:00:00+00,090062000,301 14TH STREET NW,CLOSED,0,Replace HVAC System,,MN-09-0058,B-CONVERT,B-REPHVAC
9441701,17540,2009/02/24 10:00:00+00,87.5,2009/02/24 10:00:00+00,280042000,316 EAST MAIN STREET,CLOSED,0,Ductwork Only,,MN-09-0048,B-CONVERT,B-DUCTWORK
9441718,17523,2009/02/10 10:00:00+00,130.24,2009/02/10 10:00:00+00,310167000,913 WEST MAIN STREET,ISSUE,0,Replace HVAC System,,MN-09-0031,B-CONVERT,B-REPHVAC
9441726,17515,2009/01/26 10:00:00+00,121.08,2009/01/26 10:00:00+00,040004000,600 14TH STREET NW,CLOSED,0,Replace HVAC System,,MN-09-0023,B-CONVERT,B-REPHVAC
9441729,17512,2009/01/23 10:00:00+00,96.66,2009/01/23 10:00:00+00,330155L00,235 WEST MAIN STREET,CLOSED,0,Replace HVAC System,,MN-09-0020,B-CONVERT,B-REPHVAC
9441747,17494,2009/01/12 10:00:00+00,177.04,2009/01/30 10:00:00+00,530051000,401 EAST MARKET STREET,EXPIRED,0,Replace HVAC System,,MN-09-0002,B-CONVERT,B-REPHVAC
9441750,17491,2009/01/05 10:00:00+00,87.5,2009/01/07 10:00:00+00,530051000,401 EAST MARKET STREET,CLOSED,0,Gas Line,,MN-08-0097,B-CONVERT,B-GASLINE
9441761,17480,2008/12/22 10:00:00+00,602.36,2008/12/23 10:00:00+00,280128B00,455 2ND STREET SE,CLOSED,0,Converted Adept Permit,,MN-08-0086,C-MECH,B-CONVERT
9441788,17453,2008/12/03 10:00:00+00,98.7,2008/12/03 10:00:00+00,330243000,116  2ND STREET NE,ISSUE,0,"Replace Gas Furnace (< 100,000 BTU)",,MN-08-0059,B-CONVERT,B-REPGFUND
9441789,17452,2008/12/03 10:00:00+00,87.5,2008/12/03 10:00:00+00,330225000,111 4TH STREET NE,CLOSED,0,Converted Adept Permit,,MN-08-0058,C-MECH,B-CONVERT
9441795,17446,2008/11/24 10:00:00+00,87.5,2008/11/24 10:00:00+00,320179000,402  WEST MAIN STREET,CLOSED,0,Converted Adept Permit,,MN-08-0052,C-MECH,B-CONVERT
9441800,17441,2008/11/14 10:00:00+00,188.24,2008/11/14 10:00:00+00,530288000,923  EAST MARKET STREET,CLOSED,0,Converted Adept Permit,,MN-08-0047,C-MECH,B-CONVERT
9441804,17437,2008/11/11 10:00:00+00,121.08,2008/11/11 10:00:00+00,330250000,105 EAST MAIN STREET,CLOSED,0,Converted Adept Permit,,MN-08-0043,C-MECH,B-CONVERT
9441847,17394,2023/04/20 08:00:00+00,87.52,2023/04/20 08:00:00+00,040118000,406 14TH ST NW,ISSUE,0,Fire Protection System Permit,,FN-23-0022,F-FIRE,F-FIREPRTC
9441849,17392,2023/04/05 08:00:00+00,79.36,2023/06/23 19:40:46+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-23-0020,F-FIRE,F-SPRINKLR
9441851,17390,2023/03/30 08:00:00+00,71.2,2023/03/30 08:00:00+00,330221000,300 E MARKET ST,CLOSED,0,Fire Protection System Permit,,FN-23-0018,F-FIRE,F-FIREPRTC
9441853,17388,2023/03/21 08:00:00+00,83.44,2023/04/10 08:00:00+00,530162200,701 E WATER ST,CLOSED,0,Fire Sprinkler Permit,,FN-23-0016,F-FIRE,F-SPRINKLR
9441857,17384,2023/03/10 10:00:00+00,209.92,2023/04/18 08:00:00+00,090070100,207 14TH ST NW,CLOSED,0,Fire Sprinkler Permit,,FN-23-0012,F-FIRE,F-SPRINKLR
9441862,17379,2023/02/07 10:00:00+00,71.2,2023/02/07 10:00:00+00,320027000,416 4TH ST NW,CLOSED,0,Fire Protection System Permit,,FN-23-0007,F-FIRE,F-FIREPRTC
9441865,17376,2023/01/25 10:00:00+00,402.5,2023/02/14 10:00:00+00,280113001,323 2ND ST SE,CLOSED,0,Fire Sprinkler Permit,,FN-23-0004,F-FIRE,F-SPRINKLR
9441870,17371,2022/12/21 10:00:00+00,79.36,2023/01/12 10:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-22-0059,F-FIRE,F-SPRINKLR
9441876,17365,2022/11/28 10:00:00+00,114.24,2022/12/15 10:00:00+00,090070100,207 14TH ST NW,CLOSED,0,Fire Line Permit,,FN-22-0053,F-FIRE,F-FIRELINE
9441882,17359,2022/11/01 08:00:00+00,95.68,2022/12/08 10:00:00+00,530064L00,425 E MAIN ST,ISSUE,0,Fire Sprinkler Permit,,FN-22-0047,F-FIRE,F-SPRINKLR
9441883,17358,2022/11/01 08:00:00+00,228.08,2022/11/29 10:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-22-0046,F-FIRE,F-SPRINKLR
9441884,17357,2022/11/01 08:00:00+00,120.16,2022/12/12 10:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-22-0045,F-FIRE,F-SPRINKLR
9441890,17351,2022/08/23 08:00:00+00,71.2,2022/10/06 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-22-0039,F-FIRE,F-SPRINKLR
9441894,17347,2022/07/22 08:00:00+00,83.44,2022/09/09 08:00:00+00,530162200,701 E WATER ST,CLOSED,0,Fire Sprinkler Permit,,FN-22-0035,F-FIRE,F-SPRINKLR
9441896,17345,2022/07/13 08:00:00+00,128.32,2022/07/14 08:00:00+00,330266000,201-207 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-22-0033,F-FIRE,F-SPRINKLR
9441897,17344,2022/07/05 08:00:00+00,124.24,2024/09/16 18:24:12+00,290012000,416-418 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-22-0032,F-FIRE,F-SPRINKLR
9441898,17343,2022/06/27 08:00:00+00,71.2,2022/09/06 08:00:00+00,280208100,522 2ND ST SE,CLOSED,0,Fire Protection System Permit,,FN-22-0031,F-FIRE,F-FIREPRTC
9441899,17342,2022/06/27 08:00:00+00,75.28,2022/07/12 08:00:00+00,530075000,515 E WATER ST,ISSUE,0,Fire Protection System Permit,,FN-22-0030,F-FIRE,F-FIREPRTC
9441905,17336,2022/05/26 08:00:00+00,79.36,2022/12/15 10:00:00+00,100001000,104 14TH ST NW,ISSUE,0,Fire Protection System Permit,,FN-22-0024,F-FIRE,F-FIREPRTC
9441908,17333,2022/05/23 08:00:00+00,124.44,2022/06/24 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-22-0021,F-FIRE,F-SPRINKLR
9441912,17329,2022/04/07 08:00:00+00,83.44,2022/05/09 08:00:00+00,100050000,1001 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-22-0017,F-FIRE,F-FIREPRTC
9441917,17324,2022/03/09 10:00:00+00,79.36,,280084260,250 W MAIN ST 901,CANCELLED,0,Fire Sprinkler Permit,,FN-22-0012,F-FIRE,F-SPRINKLR
9441920,17321,2022/02/17 10:00:00+00,91.6,,530062000,421 E MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-22-0009,F-FIRE,F-FIREPRTC
9441924,17317,2022/01/24 10:00:00+00,136.48,2022/03/11 10:00:00+00,280077000,209 2ND ST SW,CLOSED,0,Fire Sprinkler Permit,,FN-22-0005,F-FIRE,F-SPRINKLR
9441925,17316,2022/01/21 10:00:00+00,71.2,2022/12/12 10:00:00+00,330226000,321 E MAIN ST STE B,ISSUE,0,Fire Protection System Permit,,FN-22-0004,F-FIRE,F-FIREPRTC
9441927,17314,2022/01/10 10:00:00+00,107.92,2022/01/13 10:00:00+00,530169000,805 E MARKET ST,ISSUE,0,Fire Protection System Permit,,FN-22-0002,F-FIRE,F-FIREPRTC
9441929,17312,2021/12/20 10:00:00+00,152,2022/01/20 10:00:00+00,280113001,323 2ND ST SE STE 900,CLOSED,0,Fire Sprinkler Permit,,FN-21-0085,F-FIRE,F-SPRINKLR
9441930,17311,2021/12/06 10:00:00+00,79.36,2021/12/22 10:00:00+00,280001000,240 W MAIN ST STE 5-6,CLOSED,0,Fire Sprinkler Permit,,FN-21-0084,F-FIRE,F-SPRINKLR
9441931,17310,2021/12/06 10:00:00+00,79.36,2022/01/11 10:00:00+00,280001000,240 W MAIN ST STE 7,CLOSED,0,Fire Sprinkler Permit,,FN-21-0083,F-FIRE,F-SPRINKLR
9441933,17308,2021/11/30 10:00:00+00,71.2,2022/02/14 10:00:00+00,280113001,323 2ND ST SE STE 740,CLOSED,0,Fire Sprinkler Permit,,FN-21-0081,F-FIRE,F-SPRINKLR
9441935,17306,2021/11/23 10:00:00+00,71.2,2021/12/01 10:00:00+00,280208100,945 2ND ST SE,CLOSED,0,Fire Sprinkler Permit,,FN-21-0079,F-FIRE,F-SPRINKLR
9441942,17299,2021/10/25 08:00:00+00,160.96,2021/11/01 08:00:00+00,21B004200,1155 5TH ST SW,CLOSED,0,Fire Sprinkler Permit,,FN-21-0072,F-FIRE,F-SPRINKLR
9441944,17297,2021/10/11 08:00:00+00,87.52,2021/10/15 08:00:00+00,330226000,321 E MAIN ST STE B,CLOSED,0,Fire Sprinkler Permit,,FN-21-0070,F-FIRE,F-SPRINKLR
9441945,17296,2021/10/08 08:00:00+00,73.44,2022/03/10 10:00:00+00,530080000,605 E MAIN ST & 7TH ST NE,EXPIRED,0,Fire Line Permit,,FN-21-0069,F-FIRE,F-FIRELINE
9441946,17295,2021/10/08 08:00:00+00,0,2022/03/10 10:00:00+00,530091LI0,500 E MARKET ST,CANCELLED,0,Fire Line Permit,,FN-21-0068,F-FIRE,F-FIRELINE
9441948,17293,2021/10/08 08:00:00+00,0,2022/03/10 10:00:00+00,330196000,201 E MARKET ST,CANCELLED,0,Fire Line Permit,,FN-21-0066,F-FIRE,F-FIRELINE
9441949,17292,2021/10/08 08:00:00+00,69.36,2022/03/10 10:00:00+00,530026000,414 4TH ST NE,EXPIRED,0,Backflow Device,,PN-21-0391,C-PLUMB,C-BCKFLWDV
9441955,17286,2021/08/27 08:00:00+00,152.8,2021/09/17 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-21-0059,F-FIRE,F-SPRINKLR
9441956,17285,2021/08/23 08:00:00+00,83.44,2021/08/27 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-21-0058,F-FIRE,F-FIREPRTC
9441959,17282,2021/08/09 08:00:00+00,87.52,2021/09/15 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-21-0055,F-FIRE,F-SPRINKLR
9441963,17278,2021/08/02 08:00:00+00,189.52,2021/09/15 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-21-0051,F-FIRE,F-SPRINKLR
9441964,17277,2021/07/28 08:00:00+00,136.48,2021/08/10 08:00:00+00,530162200,701 E WATER ST,CLOSED,0,Fire Sprinkler Permit,,FN-21-0050,F-FIRE,F-SPRINKLR
9441980,17261,2021/05/26 08:00:00+00,95.68,2021/06/22 08:00:00+00,530162307,550 E WATER ST 500,CLOSED,0,Fire Sprinkler Permit,,FN-21-0034,F-FIRE,F-SPRINKLR
9441984,17257,2021/05/05 08:00:00+00,209.92,2021/06/15 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-21-0030,F-FIRE,F-SPRINKLR
9441985,17256,2021/05/05 08:00:00+00,170.68,2021/06/07 08:00:00+00,280020000,100 E MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-21-0029,F-FIRE,F-SPRINKLR
9442001,17240,2021/03/22 08:00:00+00,75.28,2021/04/26 08:00:00+00,100064000,1106 W MAIN ST,ISSUE,0,Fire Protection System Permit,,FN-21-0013,F-FIRE,F-FIREPRTC
9442003,17238,2021/03/08 10:00:00+00,199.92,2021/03/16 08:00:00+00,280113001,323 2ND ST SE,CLOSED,0,Fire Sprinkler Permit,,FN-21-0010,F-FIRE,F-SPRINKLR
9442004,17237,2021/03/01 10:00:00+00,232.56,2021/03/09 10:00:00+00,280113001,323 2ND ST SE STE 700,CLOSED,0,Fire Sprinkler Permit,,FN-21-0009,F-FIRE,F-SPRINKLR
9442005,17236,2021/02/23 10:00:00+00,75.28,2021/03/02 10:00:00+00,330226000,321 E MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-21-0008,F-FIRE,F-SPRINKLR
9442007,17234,2021/02/09 10:00:00+00,87.58,2021/03/11 10:00:00+00,280208000,929 2ND ST SE,CLOSED,0,Fire Sprinkler Permit,,FN-21-0006,F-FIRE,F-SPRINKLR
9442009,17232,2021/01/25 10:00:00+00,93.84,2021/02/05 10:00:00+00,280113001,323 2ND ST SE STE 710,CLOSED,0,Fire Sprinkler Permit,,FN-21-0004,F-FIRE,F-SPRINKLR
9442011,17230,2021/01/19 10:00:00+00,71.2,2021/01/19 10:00:00+00,330228000,317 E MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-21-0002,F-FIRE,F-FIREPRTC
9442014,17227,2020/12/14 10:00:00+00,89.76,2020/12/23 10:00:00+00,530162305,550 E WATER ST 300,CLOSED,0,Fire Sprinkler Permit,,FN-20-0064,F-FIRE,F-SPRINKLR
9442016,17225,2020/12/02 10:00:00+00,71.2,2020/12/22 10:00:00+00,560008000,1304 E MARKET ST,CLOSED,0,Fire Protection System Permit,,FN-20-0062,F-FIRE,F-FIREPRTC
9442021,17220,2020/10/29 08:00:00+00,75.28,2020/11/23 10:00:00+00,330226000,321 E MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-20-0057,F-FIRE,F-SPRINKLR
9442028,17213,2020/09/21 08:00:00+00,99.76,2020/09/28 08:00:00+00,090094000,301 15TH ST NW,CLOSED,0,Fire Sprinkler Permit,,FN-20-0050,F-FIRE,F-SPRINKLR
9442029,17212,2020/09/21 08:00:00+00,71.2,2020/09/22 08:00:00+00,530051000,401 E MARKET ST,ISSUE,0,Fire Sprinkler Permit,,FN-20-0049,F-FIRE,F-SPRINKLR
9442030,17211,2020/09/15 08:00:00+00,97.92,2020/10/22 08:00:00+00,530162306,550 E WATER ST 400A,CLOSED,0,Fire Sprinkler Permit,,FN-20-0048,F-FIRE,F-SPRINKLR
9442034,17207,2020/08/26 08:00:00+00,240.32,2020/08/27 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Line Permit,,FN-20-0044,F-FIRE,F-FIRELINE
9442039,17202,2020/08/17 08:00:00+00,79.36,2020/09/21 08:00:00+00,530162302,550 E WATER ST 101,CLOSED,0,Fire Sprinkler Permit,,FN-20-0039,F-FIRE,F-SPRINKLR
9442044,17197,2020/07/02 08:00:00+00,71.2,2020/07/07 08:00:00+00,540141000,1015 E MARKET ST,CLOSED,0,Fire Sprinkler Permit,,FN-20-0034,F-FIRE,F-SPRINKLR
9442051,17190,2020/06/11 08:00:00+00,91.6,2020/08/18 08:00:00+00,280113001,323 2ND STREET SE,CLOSED,0,Fire Sprinkler Permit,,FN-20-0027,F-FIRE,F-SPRINKLR
9442053,17188,2020/06/08 08:00:00+00,79.36,2020/06/17 08:00:00+00,280208000,965 2ND ST SE STE 302,ISSUE,0,Fire Sprinkler Permit,,FN-20-0025,F-FIRE,F-SPRINKLR
9442060,17181,2020/05/14 08:00:00+00,329.06,2020/08/13 08:00:00+00,290017000,324-326 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-20-0018,F-FIRE,F-FIREPRTC
9442065,17176,2020/03/19 08:00:00+00,2039,2020/05/26 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-20-0013,F-FIRE,F-SPRINKLR
9442073,17168,2020/01/29 10:00:00+00,99.76,2020/01/29 10:00:00+00,320177000,499 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-20-0005,F-FIRE,F-FIREPRTC
9442075,17166,2020/01/17 10:00:00+00,95.68,2020/01/17 10:00:00+00,280113001,323 2ND STREET SE,CLOSED,0,Fire Line Permit,,FN-20-0003,F-FIRE,F-FIRELINE
9442082,17159,2019/11/13 10:00:00+00,87.52,2019/12/03 10:00:00+00,100056000,1201 W MAIN ST,ISSUE,0,Fire Sprinkler Permit,,FN-19-0038,F-FIRE,F-SPRINKLR
9442087,17154,2019/08/21 08:00:00+00,107.92,2021/01/18 10:00:00+00,280045000,400 E MAIN ST 3RD FL,ISSUE,0,Fire Sprinkler Permit,,FN-19-0032,F-FIRE,F-SPRINKLR
9442088,17153,2019/08/19 08:00:00+00,75.28,2019/08/19 08:00:00+00,290007000,600 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-19-0031,F-FIRE,F-FIREPRTC
9442090,17151,2019/07/09 08:00:00+00,71.2,2019/07/09 08:00:00+00,280010000,200 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-19-0029,F-FIRE,F-FIREPRTC
9442091,17150,2019/06/18 08:00:00+00,75.28,,050087000,513 14TH ST NW,CLOSED,0,Fire Line Permit,,FN-19-0028,F-FIRE,F-FIRELINE
9442093,17148,2019/06/07 08:00:00+00,71.2,2020/07/30 08:00:00+00,280208000,979 2ND ST SE STE 309,CLOSED,0,Fire Sprinkler Permit,,FN-19-0026,F-FIRE,F-SPRINKLR
9442096,17145,2019/05/14 08:00:00+00,165.04,2019/05/24 08:00:00+00,530162308,550 E WATER ST 600,CLOSED,0,Fire Sprinkler Permit,,FN-19-0023,F-FIRE,F-SPRINKLR
9442097,17144,2019/05/09 08:00:00+00,112,,21B004100,1131 5TH ST SW,CANCELLED,0,Fire Sprinkler Permit,,FN-19-0022,F-FIRE,F-SPRINKLR
9442098,17143,2019/05/02 08:00:00+00,1684.04,2019/09/06 08:00:00+00,280113001,323 2ND STREET SE,CLOSED,0,Fire Sprinkler Permit,,FN-19-0021,F-FIRE,F-SPRINKLR
9442099,17142,2019/04/30 08:00:00+00,128.32,2019/05/24 08:00:00+00,530162300,550 E WATER ST 2ND FLR,CLOSED,0,Fire Sprinkler Permit,,FN-19-0020,F-FIRE,F-SPRINKLR
9442101,17140,2019/04/16 08:00:00+00,71.2,2019/04/16 08:00:00+00,21B004100,1131 5TH ST SW,CLOSED,0,Fire Protection System Permit,,FN-19-0018,F-FIRE,F-FIREPRTC
9442103,17138,2019/04/04 08:00:00+00,75.28,,330205L00,310 4TH ST NE,CLOSED,0,Fire Sprinkler Permit,,FN-19-0016,F-FIRE,F-SPRINKLR
9442105,17136,2019/03/15 08:00:00+00,124.24,2019/03/28 08:00:00+00,050087000,513 14TH ST NW,CLOSED,0,Fire Sprinkler Permit,,FN-19-0014,F-FIRE,F-SPRINKLR
9442107,17134,2019/02/26 10:00:00+00,99.76,2019/03/19 08:00:00+00,280023000,112 E MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-19-0012,F-FIRE,F-SPRINKLR
9442113,17128,2019/01/28 10:00:00+00,95.68,2019/02/26 10:00:00+00,530162301,550 E WATER ST 100,CLOSED,0,Fire Sprinkler Permit,,FN-19-0006,F-FIRE,F-SPRINKLR
9442115,17126,2019/01/22 10:00:00+00,75.28,2019/02/07 10:00:00+00,530051000,401 E MARKET ST,CLOSED,0,Fire Sprinkler Permit,,FN-19-0004,F-FIRE,F-SPRINKLR
9442116,17125,2019/01/22 10:00:00+00,99.76,2021/01/18 10:00:00+00,280208000,981 2ND ST SE,ISSUE,0,Fire Sprinkler Permit,,FN-19-0003,F-FIRE,F-SPRINKLR
9442118,17123,2019/01/11 10:00:00+00,83.44,2019/01/11 10:00:00+00,320156000,707 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-19-0001,F-FIRE,F-FIREPRTC
9442119,17122,2018/12/28 10:00:00+00,818.36,2019/02/26 10:00:00+00,320177000,499 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-18-0082,F-FIRE,F-SPRINKLR
9442122,17119,2018/12/06 10:00:00+00,598.04,2019/01/21 10:00:00+00,290007000,600 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,FN-18-0079,F-FIRE,F-SPRINKLR
9442135,17106,2018/10/19 08:00:00+00,83.44,2018/11/19 10:00:00+00,310170000,853 W MAIN ST STE A,CLOSED,0,Fire Sprinkler Permit,,FN-18-0066,F-FIRE,F-SPRINKLR
9442136,17105,2018/10/19 08:00:00+00,240.32,2018/11/19 10:00:00+00,530162200,701 E WATER ST,CLOSED,0,Fire Sprinkler Permit,,FN-18-0065,F-FIRE,F-SPRINKLR
9442137,17104,2018/10/17 08:00:00+00,79.36,2018/10/17 08:00:00+00,560008000,1304 E MARKET ST,CLOSED,0,Fire Sprinkler Permit,,FN-18-0064,F-FIRE,F-SPRINKLR
9442138,17103,2018/10/16 08:00:00+00,71.2,2018/10/16 08:00:00+00,560008000,1304 E MARKET ST,CLOSED,0,Fire Protection System Permit,,FN-18-0063,F-FIRE,F-FIREPRTC
9442141,17100,2018/10/01 08:00:00+00,83.44,2018/10/04 08:00:00+00,290007000,600 W MAIN ST,ISSUE,0,Fire Line Permit,,FN-18-0060,F-FIRE,F-FIRELINE
9442145,17096,2018/09/07 08:00:00+00,71.2,2018/09/07 08:00:00+00,280038000,300 E MAIN ST,ISSUE,0,Fire Sprinkler Permit,,FN-18-0056,F-FIRE,F-SPRINKLR
9442148,17093,2018/09/05 08:00:00+00,79.36,2018/10/12 08:00:00+00,530162200,701 E WATER ST,CLOSED,0,Fire Sprinkler Permit,,FN-18-0053,F-FIRE,F-SPRINKLR
9442150,17091,2018/08/30 08:00:00+00,75.28,2018/08/30 08:00:00+00,290011000,420 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-18-0051,F-FIRE,F-FIREPRTC
9442152,17089,2018/08/08 08:00:00+00,103.84,2018/08/13 08:00:00+00,280040000,308 E MAIN ST,ISSUE,0,Fire Sprinkler Permit,,FN-18-0049,F-FIRE,F-SPRINKLR
9442157,17084,2018/07/13 08:00:00+00,71.2,2018/07/13 08:00:00+00,280038000,300 E MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-18-0044,F-FIRE,F-FIREPRTC
9442160,17081,2018/07/06 08:00:00+00,83.44,2018/07/06 08:00:00+00,310170000,853 W MAIN ST,ISSUE,0,Fire Line Permit,,FN-18-0041,F-FIRE,F-FIRELINE
9442165,17076,2018/06/06 08:00:00+00,99.76,2018/06/22 08:00:00+00,530162300,550 E WATER ST 2ND FLR,CLOSED,0,Fire Sprinkler Permit,,FN-18-0036,F-FIRE,F-SPRINKLR
9442168,17073,2018/05/29 08:00:00+00,124.24,,320177000,499 W MAIN ST,CLOSED,0,Fire Line Permit,,FN-18-0033,F-FIRE,F-FIRELINE
9442184,17057,2018/04/16 08:00:00+00,79.36,2018/05/01 08:00:00+00,530162200,701 E WATER ST,CLOSED,0,Fire Sprinkler Permit,,FN-18-0017,F-FIRE,F-SPRINKLR
9442186,17055,2018/04/10 08:00:00+00,71.2,2018/04/10 08:00:00+00,100064000,1106 W MAIN ST,CLOSED,0,Fire Protection System Permit,,FN-18-0015,F-FIRE,F-FIREPRTC
9442190,17051,2018/03/02 10:00:00+00,189.52,2018/04/02 08:00:00+00,280038000,300 E MAIN ST,ISSUE,0,Fire Sprinkler Permit,,FN-18-0011,F-FIRE,F-SPRINKLR
9442191,17050,2018/03/02 10:00:00+00,75.28,2018/04/02 08:00:00+00,280208100,522 2ND ST SE,ISSUE,0,Fire Sprinkler Permit,,FN-18-0010,F-FIRE,F-SPRINKLR
9442192,17049,2018/02/21 10:00:00+00,75.28,2018/02/21 10:00:00+00,100050000,1001 W MAIN ST STE 3,CLOSED,0,Fire Protection System Permit,,FN-18-0009,F-FIRE,F-FIREPRTC
9442198,17043,2018/01/24 10:00:00+00,71.2,2018/01/24 10:00:00+00,330235000,221 E MAIN ST,ISSUE,0,Fire Protection System Permit,,FN-18-0003,F-FIRE,F-FIREPRTC
9442201,17040,2017/12/28 10:00:00+00,83.44,2017/12/28 10:00:00+00,530075000,515 E WATER ST,CLOSED,0,Fire Protection System Permit,,FN-17-0076,F-FIRE,F-FIREPRTC
9442202,17039,2017/12/18 10:00:00+00,71.2,2018/01/30 10:00:00+00,320089000,233 4TH ST NW STE 219,ISSUE,0,Fire Sprinkler Permit,,FN-17-0075,F-FIRE,F-SPRINKLR
9442207,17034,2017/11/29 10:00:00+00,103.84,2017/11/29 10:00:00+00,570157019,1089 E WATER ST,CLOSED,0,Fire Line Permit,,FN-17-0070,F-FIRE,F-FIRELINE
9442208,17033,2017/11/29 10:00:00+00,103.84,2017/11/29 10:00:00+00,570157017,1085 E WATER ST,CLOSED,0,Fire Line Permit,,FN-17-0069,F-FIRE,F-FIRELINE
9442209,17032,2017/11/29 10:00:00+00,103.84,2017/11/29 10:00:00+00,570157014,1077 E WATER ST,CLOSED,0,Fire Line Permit,,FN-17-0068,F-FIRE,F-FIRELINE
9442210,17031,2017/11/21 10:00:00+00,71.2,2017/11/21 10:00:00+00,21B050000,1158 5TH ST SW,CLOSED,0,Fire Protection System Permit,,FN-17-0067,F-FIRE,F-FIREPRTC
9442213,17028,2017/10/20 08:00:00+00,75.28,2017/10/20 08:00:00+00,570157012,1073 E WATER ST,CLOSED,0,Fire Line Permit,,FN-17-0064,F-FIRE,F-FIRELINE
